Date,Ticker,Open,High,Low,Close,Volume,Target
2020-05-07,SOXL,8.712667465209961,8.819999694824219,8.386667251586914,8.52066707611084,32518500.0,1
2020-05-08,SOXL,8.78266716003418,9.281999588012695,8.694000244140625,9.26533317565918,38311500.0,0
2020-05-11,SOXL,8.962667465209961,9.482666969299316,8.939332962036133,9.239999771118164,27099000.0,0
2020-05-12,SOXL,9.434666633605955,9.517999649047852,8.456666946411133,8.456666946411133,34702500.0,1
2020-05-13,SOXL,8.685333251953125,8.739999771118164,7.625332832336426,8.001333236694336,53503500.0,1
2020-05-14,SOXL,7.813333034515381,8.666666984558105,7.400000095367432,8.640666961669922,54496500.0,1
2020-05-15,SOXL,7.7866668701171875,8.191332817077637,7.639999866485596,8.099332809448242,55647000.0,1
2020-05-18,SOXL,8.666666984558105,9.350000381469728,8.666666984558105,9.232666969299316,42394500.0,0
2020-05-19,SOXL,9.185999870300291,9.762666702270508,9.107333183288574,9.121999740600586,40813500.0,1
2020-05-20,SOXL,9.67666721343994,10.313332557678224,9.67133331298828,10.15933322906494,39808500.0,0
2020-05-21,SOXL,10.156000137329102,10.164667129516602,9.324000358581545,9.369999885559082,37935000.0,0
2020-05-22,SOXL,9.449333190917969,9.53266716003418,9.034000396728516,9.505999565124512,25134000.0,0
2020-05-26,SOXL,10.249333381652832,10.387999534606934,9.748666763305664,9.800666809082031,41682000.0,0
2020-05-27,SOXL,9.91800022125244,10.226667404174805,9.04599952697754,10.219332695007324,41941500.0,0
2020-05-28,SOXL,10.053333282470703,10.41800022125244,9.399999618530272,9.548666954040527,33565500.0,0
2020-05-29,SOXL,9.677332878112791,10.378000259399414,9.56666660308838,10.27400016784668,38440500.0,0
2020-06-01,SOXL,10.071999549865724,10.27400016784668,9.866666793823242,10.146666526794434,21564000.0,0
2020-06-02,SOXL,10.232000350952148,10.800000190734863,10.07333278656006,10.800000190734863,34992000.0,0
2020-06-03,SOXL,11.219332695007324,11.876667022705078,11.219332695007324,11.74666690826416,30483000.0,0
2020-06-04,SOXL,11.643333435058594,12.314000129699709,11.477999687194824,12.055999755859377,31461000.0,0
2020-06-05,SOXL,12.927332878112791,13.466667175292969,12.826666831970217,12.934000015258787,26946000.0,0
2020-06-08,SOXL,13.260666847229004,13.260666847229004,12.457332611083984,12.85533332824707,25800000.0,0
2020-06-09,SOXL,12.41333293914795,13.010000228881836,12.281332969665527,12.87733268737793,22317000.0,0
2020-06-10,SOXL,13.153332710266112,13.38266658782959,12.85533332824707,12.996000289916992,23647500.0,0
2020-06-11,SOXL,12.001333236694336,12.156000137329102,10.501333236694336,10.515999794006348,47562000.0,1
2020-06-12,SOXL,11.491999626159668,11.59866714477539,10.259332656860352,10.95199966430664,35401500.0,1
2020-06-15,SOXL,10.260666847229004,11.461999893188477,10.11533260345459,11.432666778564451,29254500.0,1
2020-06-16,SOXL,12.406000137329102,12.621333122253418,11.432666778564451,12.038666725158691,30856500.0,0
2020-06-17,SOXL,12.29599952697754,12.66866683959961,12.133999824523926,12.371999740600586,21156000.0,0
2020-06-18,SOXL,12.206666946411133,12.480667114257812,12.10200023651123,12.314666748046877,13989000.0,0
2020-06-19,SOXL,12.739333152770996,12.859999656677246,12.005999565124512,12.06666660308838,29616000.0,0
2020-06-22,SOXL,12.126667022705078,12.449333190917969,11.708000183105469,12.38933277130127,19461000.0,0
2020-06-23,SOXL,12.62399959564209,12.880000114440918,12.42133331298828,12.4913330078125,18909000.0,0
2020-06-24,SOXL,12.258000373840332,12.484000205993652,11.368000030517578,11.652000427246094,31200000.0,1
2020-06-25,SOXL,11.638667106628418,11.9913330078125,11.09000015258789,11.93866729736328,21685500.0,0
2020-06-26,SOXL,11.800000190734863,12.005332946777344,11.157999992370604,11.223999977111816,21492000.0,1
2020-06-29,SOXL,11.248000144958496,11.619333267211914,10.833999633789062,11.609999656677246,17931000.0,1
2020-06-30,SOXL,11.74666690826416,12.649333000183104,11.74666690826416,12.547332763671877,32251500.0,0
2020-07-01,SOXL,12.555333137512209,12.562000274658203,11.989333152770996,12.022666931152344,21469500.0,0
2020-07-02,SOXL,12.52733325958252,12.803999900817873,12.32866668701172,12.470000267028809,24289500.0,0
2020-07-06,SOXL,13.10533332824707,13.594667434692385,13.088000297546388,13.470000267028809,21822000.0,0
2020-07-07,SOXL,13.298666954040527,13.613332748413086,12.899999618530272,12.972000122070312,17728500.0,0
2020-07-08,SOXL,13.300000190734863,13.533332824707031,12.954667091369627,13.5086669921875,14014500.0,0
2020-07-09,SOXL,13.666666984558104,14.292667388916016,13.06999969482422,14.04599952697754,25341000.0,0
2020-07-10,SOXL,14.07333278656006,14.197999954223633,13.481332778930664,13.906000137329102,16764000.0,0
2020-07-13,SOXL,14.492667198181152,14.961333274841309,13.133333206176758,13.211999893188477,24480000.0,0
2020-07-14,SOXL,12.993332862854004,13.961999893188477,12.40133285522461,13.911999702453612,25491000.0,0
2020-07-15,SOXL,14.199999809265137,14.21066665649414,13.133333206176758,13.772666931152344,20254500.0,0
2020-07-16,SOXL,13.333999633789062,13.76533317565918,13.126667022705078,13.604666709899902,13903500.0,0
2020-07-17,SOXL,13.854000091552734,14.00333309173584,13.600000381469728,13.856666564941406,12028500.0,0
2020-07-20,SOXL,13.92199993133545,14.774666786193848,13.62733268737793,14.71066665649414,16717500.0,0
2020-07-21,SOXL,14.965332984924316,15.035332679748535,14.246000289916992,14.399333000183104,16822500.0,0
2020-07-22,SOXL,14.533332824707031,14.903332710266112,14.21733283996582,14.571999549865724,13956000.0,0
2020-07-23,SOXL,14.552000045776367,14.940667152404783,13.510000228881836,13.893333435058594,22534500.0,0
2020-07-24,SOXL,13.157999992370604,13.833333015441896,12.630666732788086,13.231332778930664,19546500.0,1
2020-07-27,SOXL,13.733332633972168,14.500666618347168,13.715332984924316,14.48466682434082,17731500.0,0
2020-07-28,SOXL,14.231332778930664,14.231332778930664,13.553333282470703,13.628000259399414,20592000.0,0
2020-07-29,SOXL,14.050000190734863,14.652667045593262,13.954667091369627,14.510666847229004,19687500.0,0
2020-07-30,SOXL,14.310667037963867,15.375332832336426,14.29933261871338,15.359999656677246,25672500.0,0
2020-07-31,SOXL,15.473999977111816,15.475333213806152,14.447333335876465,15.100666999816896,26299500.0,0
2020-08-03,SOXL,15.390666961669922,16.077999114990234,15.390000343322754,15.999333381652832,16984500.0,0
2020-08-04,SOXL,15.92666721343994,16.71066665649414,15.88266658782959,16.68666648864746,12100500.0,0
2020-08-05,SOXL,16.634666442871094,16.85066795349121,16.266666412353516,16.65399932861328,12822000.0,0
2020-08-06,SOXL,16.53733253479004,16.67333221435547,16.086000442504883,16.593332290649414,10840500.0,0
2020-08-07,SOXL,16.474666595458984,16.733333587646484,15.444000244140623,16.029333114624023,17872500.0,0
2020-08-10,SOXL,16.124666213989258,16.232667922973633,15.334667205810549,16.03933334350586,11625000.0,0
2020-08-11,SOXL,15.994000434875488,16.474000930786133,15.383333206176758,15.508000373840332,15201000.0,1
2020-08-12,SOXL,15.905332565307615,17.155332565307617,15.774666786193848,17.06999969482422,18397500.0,0
2020-08-13,SOXL,17.077333450317383,17.077333450317383,16.268667221069336,16.511333465576172,12742500.0,0
2020-08-14,SOXL,16.65333366394043,17.06599998474121,16.308666229248047,16.453332901000977,12001500.0,0
2020-08-17,SOXL,16.858667373657227,17.281333923339844,16.779333114624023,17.076000213623047,11739000.0,0
2020-08-18,SOXL,17.275999069213867,17.374666213989258,16.625999450683594,16.79400062561035,11410500.0,0
2020-08-19,SOXL,16.812667846679688,16.931333541870117,16.319332122802734,16.468000411987305,10309500.0,0
2020-08-20,SOXL,15.97933292388916,16.28066635131836,15.69333267211914,16.03933334350586,16498500.0,0
2020-08-21,SOXL,16.045333862304688,16.399999618530273,15.766667366027832,16.392667770385742,10789500.0,0
2020-08-24,SOXL,16.889333724975586,17.04800033569336,16.474666595458984,16.84600067138672,11776500.0,0
2020-08-25,SOXL,16.876667022705078,17.391332626342773,16.876667022705078,17.3886661529541,11626500.0,0
2020-08-26,SOXL,17.504667282104492,17.71933364868164,17.25933265686035,17.584667205810547,11527500.0,0
2020-08-27,SOXL,17.663999557495117,17.75933265686035,16.589332580566406,16.89933204650879,17893500.0,0
2020-08-28,SOXL,17.005332946777344,17.87266731262207,16.8973331451416,17.856666564941406,13989000.0,0
2020-08-31,SOXL,17.840667724609375,18.19333267211914,17.387332916259766,17.80666732788086,12093000.0,0
2020-09-01,SOXL,18.12666702270508,18.833332061767575,17.87066650390625,18.80933380126953,10255500.0,0
2020-09-02,SOXL,19.62800025939941,20.75933265686035,19.1213321685791,20.49666786193848,18729000.0,0
2020-09-03,SOXL,19.571332931518555,19.600000381469727,16.6026668548584,16.998666763305664,37044000.0,1
2020-09-04,SOXL,16.615999221801758,17.363332748413086,14.670666694641112,16.527332305908203,26686500.0,1
2020-09-08,SOXL,14.708666801452637,15.612667083740234,14.131333351135254,14.173999786376951,21556500.0,1
2020-09-09,SOXL,15.209333419799805,15.686667442321776,14.666666984558104,15.345999717712402,19171500.0,1
2020-09-10,SOXL,15.850000381469728,16.07933235168457,14.42666721343994,14.708666801452637,19227000.0,1
2020-09-11,SOXL,15.029333114624023,15.475333213806152,14.191332817077637,14.657333374023438,14871000.0,1
2020-09-14,SOXL,15.553333282470703,15.854000091552734,15.210000038146973,15.583999633789062,11850000.0,1
2020-09-15,SOXL,16.15399932861328,16.68600082397461,16.097999572753906,16.385332107543945,11725500.0,1
2020-09-16,SOXL,16.591999053955078,16.781999588012695,15.833333015441896,15.892000198364258,10791000.0,1
2020-09-17,SOXL,14.749333381652832,15.971332550048828,14.554667472839355,15.81933307647705,14704500.0,1
2020-09-18,SOXL,16.014667510986328,16.202667236328125,14.520000457763672,15.08199977874756,17329500.0,1
2020-09-21,SOXL,14.189332962036133,15.031999588012695,13.894000053405762,15.009332656860352,25779000.0,1
2020-09-22,SOXL,15.357333183288574,15.576666831970217,14.5513334274292,15.553333282470703,13864500.0,1
2020-09-23,SOXL,15.464667320251465,15.786666870117188,14.262666702270508,14.395333290100098,14178000.0,1
2020-09-24,SOXL,14.094667434692385,15.407333374023438,14.06666660308838,14.815999984741213,24952500.0,1
2020-09-25,SOXL,14.895999908447266,15.550000190734863,14.223999977111816,15.45533275604248,15505500.0,1
2020-09-28,SOXL,16.041332244873047,16.732667922973633,15.76200008392334,16.71733283996582,15123000.0,1
2020-09-29,SOXL,16.607999801635742,17.27199935913086,16.607999801635742,16.856666564941406,19848000.0,1
2020-09-30,SOXL,16.700666427612305,17.398666381835938,16.600000381469727,16.87933349609375,20143500.0,1
2020-10-01,SOXL,17.52199935913086,18.07866668701172,17.340667724609375,17.92733383178711,18271500.0,1
2020-10-02,SOXL,16.67133331298828,17.45199966430664,16.284000396728516,16.32933235168457,24060000.0,1
2020-10-05,SOXL,16.790666580200195,17.92533302307129,16.768667221069336,17.92333221435547,14751000.0,1
2020-10-06,SOXL,17.862667083740234,18.889333724975582,17.400667190551758,17.617332458496094,16638000.0,1
2020-10-07,SOXL,18.37066650390625,18.78333282470703,18.35066795349121,18.68000030517578,13549500.0,0
2020-10-08,SOXL,19.170000076293945,19.432666778564453,18.952667236328125,19.32866668701172,11172000.0,0
2020-10-09,SOXL,20.019332885742188,20.496000289916992,19.92333221435547,20.34266662597656,18609000.0,0
2020-10-12,SOXL,21.089332580566406,21.553333282470703,20.801332473754883,21.22599983215332,15901500.0,0
2020-10-13,SOXL,21.250667572021484,21.676000595092773,20.833999633789062,21.200666427612305,14068500.0,0
2020-10-14,SOXL,21.338666915893555,21.59266662597656,20.494667053222656,20.86466789245605,11320500.0,0
2020-10-15,SOXL,19.80066680908203,20.82933235168457,19.57533264160156,20.700000762939453,10518000.0,0
2020-10-16,SOXL,21.21199989318848,21.21666717529297,20.36400032043457,20.40466690063477,8916000.0,0
2020-10-19,SOXL,20.86666679382324,21.262666702270508,19.845333099365234,20.076000213623047,11283000.0,0
2020-10-20,SOXL,20.36066627502441,20.520666122436523,19.84333229064941,20.011999130249023,6909000.0,0
2020-10-21,SOXL,20.155332565307617,20.25,19.54933357238769,19.589332580566406,8161500.0,0
2020-10-22,SOXL,19.72599983215332,19.92066764831543,18.91266632080078,19.65800094604492,9789000.0,0
2020-10-23,SOXL,19.47933387756348,19.47933387756348,18.8353328704834,19.3700008392334,6975000.0,0
2020-10-26,SOXL,18.88333320617676,19.13333320617676,17.399999618530273,18.132667541503903,13960500.0,1
2020-10-27,SOXL,18.51666641235352,18.665332794189453,17.726667404174805,17.94533348083496,7834500.0,1
2020-10-28,SOXL,17.07466697692871,17.0853328704834,16.0939998626709,16.159332275390625,15634500.0,1
2020-10-29,SOXL,16.267332077026367,17.8973331451416,16.131999969482422,17.445999145507812,10749000.0,1
2020-10-30,SOXL,16.89533233642578,17.184667587280273,16.007333755493164,16.59666633605957,11187000.0,1
2020-11-02,SOXL,17.142000198364258,17.399999618530273,16.423999786376953,16.86400032043457,10897500.0,1
2020-11-03,SOXL,17.333332061767578,18.25933265686035,17.294666290283203,17.867332458496094,12472500.0,1
2020-11-04,SOXL,18.96333312988281,19.96866607666016,18.28333282470703,19.739999771118164,17590500.0,1
2020-11-05,SOXL,21.333332061767575,22.49066734313965,21.32666778564453,22.34333229064941,20565000.0,0
2020-11-06,SOXL,22.14933204650879,23.68000030517578,21.93400001525879,23.49266624450684,15370500.0,0
2020-11-09,SOXL,24.96199989318848,25.59866714477539,22.554000854492188,22.595333099365234,16741500.0,0
2020-11-10,SOXL,21.996000289916992,22.292667388916016,20.406667709350582,20.56333351135254,16570500.0,1
2020-11-11,SOXL,21.53066635131836,22.91200065612793,21.49933242797852,22.804000854492188,11782500.0,0
2020-11-12,SOXL,22.84266662597656,23.09333229064941,21.58066749572754,21.92133331298828,11928000.0,0
2020-11-13,SOXL,22.65999984741211,23.312000274658203,22.27866744995117,22.73466682434082,10963500.0,0
2020-11-16,SOXL,23.270000457763672,24.446666717529297,23.100000381469727,24.411333084106445,12468000.0,0
2020-11-17,SOXL,24.1560001373291,24.215999603271484,23.281333923339844,23.81666755676269,9009000.0,0
2020-11-18,SOXL,23.91866683959961,24.45400047302246,23.272666931152344,23.31133270263672,10455000.0,0
2020-11-19,SOXL,23.233333587646484,24.4060001373291,22.680667877197266,24.393333435058597,8220000.0,0
2020-11-20,SOXL,24.37066650390625,24.978666305541992,23.90800094604492,23.997333526611328,11338500.0,0
2020-11-23,SOXL,24.43400001525879,25.29199981689453,24.083999633789062,25.083332061767575,11436000.0,0
2020-11-24,SOXL,25.53333282470703,25.56666755676269,24.30933380126953,25.488666534423828,9943500.0,0
2020-11-25,SOXL,25.36666679382324,25.8613338470459,24.91200065612793,25.215999603271484,6964500.0,0
2020-11-27,SOXL,25.721332550048828,26.60533332824707,25.720666885375977,26.083999633789062,8937000.0,0
2020-11-30,SOXL,26.23600006103516,27.15066719055176,25.268667221069336,27.064666748046875,10632000.0,0
2020-12-01,SOXL,27.746000289916992,28.932666778564453,27.53333282470703,28.500667572021484,12735000.0,0
2020-12-02,SOXL,28.21866607666016,29.101999282836918,28.06666755676269,28.71733283996582,7210500.0,0
2020-12-03,SOXL,29.231332778930664,29.68600082397461,28.63400077819824,28.76066780090332,7801500.0,0
2020-12-04,SOXL,29.235332489013672,31.19333267211914,28.978666305541992,31.15466690063477,10473000.0,0
2020-12-07,SOXL,31.73600006103516,31.73600006103516,30.6879997253418,31.562000274658203,8889000.0,0
2020-12-08,SOXL,31.450666427612305,32.27333450317383,31.041332244873047,31.959999084472656,6286500.0,0
2020-12-09,SOXL,31.606666564941406,32.16133117675781,28.618000030517575,29.226667404174805,19231500.0,0
2020-12-10,SOXL,28.6200008392334,29.82200050354004,28.13400077819824,29.170000076293945,11490000.0,0
2020-12-11,SOXL,28.413333892822266,28.85933303833008,27.26666641235352,28.163333892822266,13248000.0,1
2020-12-14,SOXL,28.988666534423828,29.683332443237305,28.799999237060547,29.224000930786133,10854000.0,0
2020-12-15,SOXL,30.281333923339844,30.687332153320312,29.750667572021484,30.44266700744629,7351500.0,0
2020-12-16,SOXL,30.709999084472656,30.722000122070312,29.69599914550781,30.375333786010746,6372000.0,0
2020-12-17,SOXL,30.91933250427246,30.99066734313965,30.180667877197266,30.538000106811523,6106500.0,0
2020-12-18,SOXL,30.733333587646484,30.86666679382324,29.55733299255371,30.139333724975582,8797500.0,0
2020-12-21,SOXL,29.0,29.694000244140625,28.166667938232425,29.54599952697754,11620500.0,0
2020-12-22,SOXL,29.700666427612305,29.820667266845703,28.75466728210449,29.433332443237305,6235500.0,0
2020-12-23,SOXL,29.62333297729492,29.79933357238769,28.78333282470703,28.82200050354004,4338000.0,1
2020-12-24,SOXL,29.166667938232425,29.660667419433597,29.029333114624023,29.65399932861328,2637000.0,0
2020-12-28,SOXL,30.621999740600582,30.733333587646484,29.368000030517575,29.485332489013672,7542000.0,0
2020-12-29,SOXL,29.86666679382324,29.86666679382324,28.28400039672852,29.2586669921875,7833000.0,0
2020-12-30,SOXL,29.67200088500977,30.891332626342773,29.600000381469727,30.771333694458008,7807500.0,0
2020-12-31,SOXL,30.774667739868164,31.183332443237305,30.17733383178711,31.09866714477539,5871000.0,0
2021-01-04,SOXL,31.67200088500977,33.654666900634766,29.930667877197266,30.66933250427246,17731500.0,0
2021-01-05,SOXL,30.444000244140625,32.505332946777344,30.444000244140625,32.44599914550781,8538000.0,0
2021-01-06,SOXL,31.527999877929688,34.160667419433594,31.28400039672852,32.207332611083984,16782000.0,1
2021-01-07,SOXL,33.645999908447266,36.12133407592773,33.615333557128906,35.75666809082031,10443000.0,0
2021-01-08,SOXL,37.50733184814453,37.94200134277344,34.62933349609375,35.78666687011719,13090500.0,0
2021-01-11,SOXL,34.96533203125,37.874000549316406,34.93399810791016,37.09000015258789,9625500.0,0
2021-01-12,SOXL,37.66533279418945,38.7586669921875,36.70600128173828,37.81866836547852,10501500.0,0
2021-01-13,SOXL,38.62066650390625,38.93333435058594,37.400001525878906,37.91933441162109,6897000.0,0
2021-01-14,SOXL,39.220001220703125,41.61266708374024,39.220001220703125,40.38666534423828,11373000.0,0
2021-01-15,SOXL,40.19200134277344,40.31333160400391,37.10533142089844,37.82400131225586,16302000.0,1
2021-01-19,SOXL,39.51399993896485,41.79533386230469,39.41133117675781,41.66666793823242,13351500.0,0
2021-01-20,SOXL,43.163333892822266,43.521331787109375,40.95133209228516,41.319332122802734,11220000.0,0
2021-01-21,SOXL,42.388668060302734,43.52000045776367,41.09733200073242,43.158668518066406,11056500.0,0
2021-01-22,SOXL,42.0,42.47600173950195,40.77399826049805,40.790000915527344,12573000.0,0
2021-01-25,SOXL,42.01333236694336,42.13999938964844,38.62733459472656,40.96533203125,12499500.0,0
2021-01-26,SOXL,41.04666519165039,41.04666519165039,39.0,39.05533218383789,7641000.0,1
2021-01-27,SOXL,36.86666870117188,37.04866790771485,32.538665771484375,33.14400100708008,25056000.0,1
2021-01-28,SOXL,35.000667572021484,36.57666778564453,34.17333221435547,35.13399887084961,16110000.0,1
2021-01-29,SOXL,35.33733367919922,35.82133483886719,32.900665283203125,33.400665283203125,15256500.0,1
2021-02-01,SOXL,35.08599853515625,37.5273323059082,34.63666534423828,37.34799957275391,13749000.0,1
2021-02-02,SOXL,39.13266754150391,39.15999984741211,37.46666717529297,39.04800033569336,10789500.0,1
2021-02-03,SOXL,39.46666717529297,39.79666519165039,36.57133483886719,36.63266754150391,14184000.0,1
2021-02-04,SOXL,36.33666610717773,37.60733413696289,35.52933120727539,37.53799819946289,8400000.0,1
2021-02-05,SOXL,38.33333206176758,38.33333206176758,36.58533477783203,36.7226676940918,8242500.0,1
2021-02-08,SOXL,37.461334228515625,40.133331298828125,37.44533157348633,40.133331298828125,17278500.0,0
2021-02-09,SOXL,39.63666534423828,40.540000915527344,39.04333114624024,39.62200164794922,8659500.0,0
2021-02-10,SOXL,40.66666793823242,41.3120002746582,38.37666702270508,39.99666595458984,15432000.0,1
2021-02-11,SOXL,40.88466644287109,44.16466522216797,40.88466644287109,44.16466522216797,20781000.0,0
2021-02-12,SOXL,43.48799896240234,46.01333236694336,43.00400161743164,45.77199935913086,15841500.0,0
2021-02-16,SOXL,47.33666610717773,47.85266876220703,45.810665130615234,46.58200073242188,14367000.0,0
2021-02-17,SOXL,45.09999847412109,45.7413330078125,42.138668060302734,44.01066589355469,19341000.0,0
2021-02-18,SOXL,42.20333480834961,43.26599884033203,41.02066802978516,42.685333251953125,15594000.0,0
2021-02-19,SOXL,44.64466857910156,46.51800155639648,44.223331451416016,45.79866790771485,23602500.0,0
2021-02-22,SOXL,44.00333404541016,44.93600082397461,40.18000030517578,40.80666732788086,22419000.0,1
2021-02-23,SOXL,38.49666595458984,40.74399948120117,35.069332122802734,39.97866821289063,27033000.0,1
2021-02-24,SOXL,38.982666015625,43.83333206176758,38.06666564941406,43.74533462524414,17964000.0,0
2021-02-25,SOXL,42.06733322143555,43.00933456420898,35.70333480834961,36.21866607666016,35817000.0,1
2021-02-26,SOXL,37.94333267211914,39.70066833496094,35.8033332824707,38.71066665649414,29536500.0,1
2021-03-01,SOXL,40.59199905395508,42.55799865722656,39.54999923706055,42.55799865722656,24520500.0,0
2021-03-02,SOXL,42.93999862670898,42.9900016784668,38.45000076293945,38.54999923706055,19687700.0,1
2021-03-03,SOXL,38.900001525878906,38.9900016784668,34.81999969482422,35.0099983215332,21749000.0,1
2021-03-04,SOXL,34.83000183105469,35.189998626708984,28.440000534057617,29.979999542236328,34294300.0,1
2021-03-05,SOXL,32.220001220703125,32.959999084472656,27.729999542236328,32.75,30945800.0,1
2021-03-08,SOXL,32.709999084472656,32.93000030517578,27.5,27.520000457763672,28761200.0,1
2021-03-09,SOXL,30.34000015258789,33.08000183105469,30.0,32.45000076293945,19994900.0,1
2021-03-10,SOXL,34.189998626708984,34.189998626708984,30.6200008392334,30.71999931335449,19953500.0,1
2021-03-11,SOXL,33.29999923706055,35.040000915527344,32.849998474121094,34.470001220703125,19094300.0,1
2021-03-12,SOXL,32.52000045776367,33.59000015258789,31.850000381469727,33.41999816894531,17047600.0,1
2021-03-15,SOXL,33.79999923706055,35.630001068115234,33.18000030517578,35.56999969482422,15325300.0,1
2021-03-16,SOXL,36.83000183105469,38.59000015258789,36.22999954223633,36.97999954223633,27404900.0,1
2021-03-17,SOXL,35.279998779296875,39.150001525878906,34.5099983215332,38.41999816894531,21743500.0,1
2021-03-18,SOXL,36.7599983215332,36.91999816894531,33.45000076293945,33.709999084472656,25749000.0,1
2021-03-19,SOXL,34.0099983215332,35.650001525878906,32.380001068115234,34.75,20615000.0,1
2021-03-22,SOXL,35.939998626708984,38.20000076293945,35.619998931884766,37.0,23763800.0,1
2021-03-23,SOXL,37.369998931884766,37.5,33.5099983215332,34.029998779296875,26947000.0,1
